card_id,user_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
4168,477,Visa,Credit,10/20/2024,YES,1,18100,8/5/2024,2008,No
3419,477,Mastercard,Debit (Prepaid),4/20/2024,YES,2,35,6/9/2024,2009,No
1835,1713,Visa,Debit,4/23/2024,YES,1,19079,2/20/2024,2020,No
804,1506,Visa,Debit,2/20/2024,YES,1,10686,1/20/2024,2020,No
1836,1506,Visa,Debit,2/21/2024,YES,2,30000,2/20/2024,2020,No
3706,357,Visa,Debit,7/21/2024,YES,1,41221,7/3/2024,2011,No
2085,357,Mastercard,Debit,7/24/2024,YES,1,29170,3/5/2024,2006,No
5481,357,Discover,Credit,4/22/2024,YES,3,19800,11/7/2024,2011,No
2832,357,Visa,Credit,4/22/2024,YES,2,14500,5/2/2024,2007,No
4883,535,Mastercard,Credit,6/24/2024,YES,2,12200,9/15/2024,2015,No
1085,778,Mastercard,Debit,3/22/2024,YES,2,1500,2/6/2024,2018,No
3228,778,Visa,Credit,8/14/2024,NO,1,13700,6/1/2024,2005,No
539,778,Mastercard,Debit,9/23/2024,YES,2,15895,1/20/2024,2020,No
1837,950,Visa,Credit,4/20/2024,YES,1,3000,2/20/2024,2020,No
2562,1080,Mastercard,Debit,6/21/2024,YES,1,1470,4/8/2024,2008,No
5844,1080,Visa,Credit,12/23/2024,YES,2,5500,12/5/2024,2010,No
1838,1197,Visa,Debit,12/21/2024,YES,2,4326,2/20/2024,2020,No
1839,1197,Visa,Credit,5/23/2024,YES,2,13600,2/20/2024,2020,No
540,1197,Mastercard,Debit,1/22/2024,YES,1,37002,1/20/2024,2020,No
4689,711,Visa,Debit,1/20/2024,YES,2,9562,9/8/2024,2011,No
3995,1731,Mastercard,Debit,9/20/2024,YES,1,18244,7/12/2024,2012,No
4888,1731,Visa,Debit (Prepaid),9/23/2024,YES,2,81,9/15/2024,2015,No
34,1731,Amex,Credit,12/22/2024,YES,1,13700,1/3/2024,2017,No
5930,1731,Mastercard,Credit,6/20/2024,YES,1,6000,12/8/2024,2010,No
2797,1731,Mastercard,Debit,11/24/2024,YES,1,16409,5/1/1998,2008,No
4616,1731,Visa,Debit,3/22/2024,YES,2,15822,9/6/2024,2009,No
5810,451,Mastercard,Debit,9/23/2024,YES,2,1447,12/4/2024,2010,No
3768,451,Mastercard,Credit,5/20/2024,YES,3,6600,7/6/2024,2010,No
3786,1290,Visa,Credit,10/9/2024,YES,1,15700,7/6/2024,2011,No
3629,1290,Mastercard,Debit,1/21/2024,YES,2,26704,6/18/2024,2018,No
2530,1817,Mastercard,Debit,12/24/2024,YES,2,43033,4/7/2024,2013,No
1444,56,Discover,Credit,2/24/2024,YES,1,5800,2/20/2024,2020,No
805,56,Visa,Credit,7/23/2024,YES,1,6900,1/20/2024,2020,No
4949,1383,Mastercard,Debit,2/22/2024,YES,1,17432,10/1/2024,2014,No
3146,1915,Mastercard,Debit,12/24/2024,YES,1,34453,5/14/2024,2014,No
4116,1915,Mastercard,Credit,4/23/2024,YES,1,14800,8/3/2024,2018,No
5031,1915,Visa,Debit,2/21/2024,YES,1,2603,10/5/2024,2012,No
2113,1915,Mastercard,Debit,10/23/2024,YES,2,11568,3/6/2024,2008,No
3229,1882,Visa,Debit,1/24/2024,YES,1,35943,6/1/2024,2009,No
2672,1882,Discover,Credit,1/19/2024,YES,1,13600,4/11/2024,2011,No
5882,1882,Mastercard,Debit,3/22/2024,YES,2,8671,12/7/2024,2009,No
3556,1467,Visa,Debit,12/24/2024,YES,1,24498,6/12/2024,2012,No
5132,1791,Visa,Debit,9/20/2024,YES,1,21751,10/8/2024,2008,No
2215,1791,Mastercard,Debit,11/22/2024,YES,3,18021,3/9/2024,2009,No
4587,1791,Visa,Debit,1/23/2024,YES,2,7830,9/5/2024,2010,No
2142,447,Mastercard,Debit,12/21/2024,YES,2,17980,3/7/2024,2007,No
4617,447,Visa,Credit,1/24/2024,YES,2,9000,9/6/2024,2008,No
5405,447,Mastercard,Debit,7/12/2024,YES,1,16034,11/4/2024,2013,No
3692,447,Mastercard,Debit,12/22/2024,YES,2,323,7/3/2024,2009,No
3865,447,Visa,Debit,6/21/2024,YES,1,6611,7/8/2024,2008,No
4967,1640,Mastercard,Debit,6/23/2024,YES,1,14231,10/2/2024,2010,No
5171,1640,Visa,Credit,1/19/2024,YES,1,11400,10/9/2024,2009,No
1065,1640,Visa,Credit,10/21/2024,YES,2,5900,2/5/2024,2009,No
4795,636,Visa,Debit,4/22/2024,YES,1,3915,9/10/2024,2010,No
3420,636,Mastercard,Debit,8/22/2024,YES,2,8882,6/9/2024,2015,No
4361,636,Mastercard,Debit,2/20/2024,YES,1,1218,8/11/2024,2012,No
284,636,Visa,Debit,7/20/2024,YES,1,12057,1/11/2024,2018,No
4169,782,Visa,Debit,1/23/2024,YES,2,13435,8/5/2024,2008,No
3051,782,Mastercard,Debit,3/24/2024,NO,2,13055,5/10/2024,2010,No
2216,782,Mastercard,Debit (Prepaid),10/20/2024,YES,2,85,3/9/2024,2011,No
29,316,Visa,Credit,4/21/2024,YES,3,1200,1/2/2024,2011,No
2038,316,Visa,Credit,1/23/2024,YES,2,10500,3/2/2024,2010,No
4125,316,Amex,Credit,10/21/2024,YES,2,9300,8/4/2024,2008,No
5857,316,Mastercard,Debit,6/21/2024,YES,1,14056,12/6/2024,2008,No
1211,1192,Mastercard,Debit,10/23/2024,YES,1,2001,2/10/2024,2018,No
541,787,Mastercard,Debit (Prepaid),11/24/2024,YES,1,80,1/20/2024,2020,No
1561,787,Mastercard,Credit,2/20/2024,YES,1,19500,2/20/2024,2020,No
1562,251,Mastercard,Debit,1/22/2024,YES,1,14797,2/20/2024,2020,No
806,251,Visa,Debit,4/21/2024,YES,1,14420,1/20/2024,2020,No
1563,1351,Mastercard,Credit,2/20/2024,YES,2,13600,2/20/2024,2020,No
3769,490,Mastercard,Debit,9/24/2024,YES,2,3013,7/6/2024,2006,No
5963,490,Mastercard,Debit,5/24/2024,YES,1,22304,12/9/2024,2010,No
176,490,Visa,Debit,10/21/2024,YES,3,30242,1/8/2024,2013,No
5133,490,Visa,Debit,7/19/2024,YES,1,12948,10/8/2024,2008,No
1564,1935,Mastercard,Debit,10/20/2024,YES,1,20695,2/20/2024,2020,No
542,1935,Mastercard,Debit,1/20/2024,YES,2,23716,1/20/2024,2020,No
1840,1935,Visa,Debit,5/20/2024,YES,1,17223,2/20/2024,2020,No
4601,387,Mastercard,Debit (Prepaid),11/15/2024,YES,2,49,9/6/2024,2010,No
3103,869,Visa,Debit,4/22/2024,YES,2,19792,5/11/2024,2011,No
3104,869,Visa,Debit (Prepaid),9/24/2024,YES,2,76,5/11/2024,2011,No
4405,869,Mastercard,Debit,10/23/2024,YES,1,19811,8/13/2024,2013,No
3517,869,Mastercard,Debit,11/20/2024,YES,2,17602,6/11/2024,2011,No
5490,869,Mastercard,Debit (Prepaid),4/21/2024,YES,1,96,11/7/2024,2011,No
1565,1865,Mastercard,Credit,1/23/2024,YES,2,36900,2/20/2024,2020,No
1841,268,Visa,Debit,2/20/2024,YES,2,14263,2/20/2024,2020,No
1566,268,Mastercard,Debit,2/20/2024,YES,2,3013,2/20/2024,2020,No
543,268,Mastercard,Debit,12/23/2024,YES,2,17789,1/20/2024,2020,No
6067,1124,Mastercard,Debit,3/21/2024,YES,1,7184,12/12/2024,2012,No
5437,1124,Visa,Debit (Prepaid),5/22/2024,YES,1,62,11/5/2024,2007,No
4130,1124,Mastercard,Credit,3/23/2024,YES,2,8300,8/4/2024,2018,No
1245,721,Visa,Credit,4/22/2024,YES,1,11900,2/10/2024,2014,No
3949,721,Visa,Credit,12/18/2024,NO,2,2000,7/10/2024,2010,No
4426,721,Mastercard,Debit,9/23/2024,YES,2,12827,8/14/2024,2014,No
2563,721,Mastercard,Credit,9/10/2024,YES,1,10800,4/8/2024,2012,No
3361,721,Visa,Debit,6/21/2024,YES,1,8400,6/7/2024,2008,No
4377,721,Visa,Credit,10/11/2024,YES,2,6700,8/11/2024,2011,No
158,813,Mastercard,Debit,10/21/2024,YES,2,13417,1/8/2024,2008,No
2587,152,Visa,Debit (Prepaid),10/21/2024,YES,2,60,4/8/2024,2009,No
2848,152,Visa,Credit,3/21/2024,YES,1,10300,5/3/2024,2016,No
1401,152,Amex,Credit,6/21/2024,YES,2,4900,2/20/2024,2020,No
4272,1896,Visa,Debit,12/15/2024,YES,2,9073,8/8/2024,2012,No
2944,1896,Visa,Debit,7/23/2024,YES,2,19635,5/7/2024,2018,No
1124,1896,Visa,Debit,2/20/2024,YES,1,21207,2/7/2024,2007,No
4974,1896,Visa,Credit,12/23/2024,YES,1,14000,10/2/2024,2008,No
4529,1896,Discover,Credit,11/12/2024,NO,1,14400,9/3/2024,2011,No
1567,1028,Mastercard,Debit (Prepaid),6/20/2024,YES,1,72,2/20/2024,2020,No
139,1028,Visa,Credit,1/21/2024,YES,1,24600,1/7/2024,2011,No
2878,1028,Mastercard,Debit,5/22/2024,YES,1,43289,5/5/2024,2017,No
2564,1028,Mastercard,Debit,2/24/2024,YES,2,16475,4/8/2024,2009,No
342,1028,Amex,Credit,10/23/2024,NO,2,14600,1/15/2024,2015,No
544,922,Mastercard,Debit (Prepaid),1/20/2024,YES,2,28,1/20/2024,2020,No
4770,549,Mastercard,Credit,12/22/2024,NO,1,12600,9/10/2024,2012,No
98,549,Mastercard,Debit,1/17/2024,YES,2,15416,1/6/2024,2014,No
4467,549,Amex,Credit,2/20/2024,YES,2,7100,8/18/2024,2018,No
2588,549,Visa,Credit,5/23/2024,YES,2,16200,4/8/2024,2013,No
5459,565,Mastercard,Debit,2/20/2024,YES,1,17689,11/6/2024,2006,No
1314,565,Mastercard,Debit,11/20/2024,NO,1,18090,2/13/2024,2013,No
4071,565,Visa,Debit,9/24/2024,NO,1,16080,7/18/2024,2018,No
3175,565,Mastercard,Debit,8/24/2024,NO,1,17599,5/16/2024,2016,No
5829,1980,Mastercard,Debit,11/23/2024,YES,2,12224,12/5/2024,2006,No
545,1494,Mastercard,Debit,9/24/2024,YES,1,8998,1/20/2024,2020,No
3579,1494,Mastercard,Debit,9/24/2024,YES,2,10726,6/14/2024,2014,No
1842,1494,Visa,Credit,2/20/2024,YES,1,6300,2/20/2024,2020,No
2340,1494,Discover,Credit,1/20/2024,YES,2,4400,3/15/2024,2015,No
5830,1809,Mastercard,Debit,3/20/2024,YES,2,18089,12/5/2024,2013,No
2114,1809,Mastercard,Debit,4/20/2024,YES,1,10683,3/6/2024,2009,No
4026,1809,Visa,Credit,5/21/2024,YES,1,14600,7/14/2024,2014,No
370,1809,Mastercard,Debit (Prepaid),1/19/2024,YES,1,94,1/18/2024,2018,No
1338,1809,Mastercard,Debit,8/24/2024,YES,1,27308,2/14/2024,2014,No
3866,1809,Visa,Credit,1/22/2024,YES,1,17900,7/8/2024,2008,No
2981,637,Visa,Debit,12/22/2024,YES,1,26410,5/8/2024,2011,No
3745,637,Visa,Credit,10/11/2024,YES,2,28600,7/5/2024,2011,No
2115,637,Mastercard,Debit,10/19/2024,YES,2,41057,3/6/2024,2010,No
3078,637,Visa,Debit,8/12/2024,YES,2,3864,5/10/2024,2015,No
1402,1770,Amex,Credit,6/22/2024,YES,1,8400,2/20/2024,2020,No
6054,1770,Visa,Debit,5/22/2024,YES,1,5024,12/11/2024,2012,No
1843,1770,Visa,Debit,9/23/2024,YES,2,10607,2/20/2024,2020,No
5264,1770,Visa,Credit,12/17/2024,YES,1,0,10/12/2024,2012,No
4427,527,Mastercard,Credit,9/15/2024,YES,2,10500,8/14/2024,2014,No
546,1139,Mastercard,Debit,12/21/2024,YES,2,19185,1/20/2024,2020,No
177,1459,Visa,Credit,5/20/2024,NO,2,7100,1/8/2024,2011,No
3147,1459,Mastercard,Credit,8/14/2024,YES,1,4000,5/14/2024,2014,No
3383,1459,Mastercard,Debit,8/23/2024,NO,2,12708,6/8/2024,2008,No
352,1544,Amex,Credit,2/22/2024,YES,2,4400,1/16/2024,2016,No
3137,1544,Visa,Debit,1/20/2024,YES,1,16017,5/13/2024,2013,No
547,1174,Mastercard,Debit,8/24/2024,YES,2,2066,1/20/2024,2020,No
6040,112,Mastercard,Debit,5/20/2024,YES,1,16320,12/11/2024,2011,No
4398,112,Visa,Debit,12/23/2024,YES,2,13060,8/12/2024,2012,No
1134,112,Amex,Credit,3/22/2024,YES,2,8900,2/8/2024,2015,No
4339,112,Visa,Debit,6/21/2024,YES,2,10517,8/10/2024,2014,No
3470,112,Mastercard,Debit,12/24/2024,NO,2,13245,6/10/2024,2012,No
5378,369,Mastercard,Debit (Prepaid),1/23/2024,YES,1,90,11/2/2024,2009,No
2779,369,Mastercard,Debit (Prepaid),12/23/2024,YES,1,72,4/18/2024,2018,No
2982,369,Visa,Debit,4/13/2024,YES,1,18280,5/8/2024,2011,No
2443,369,Mastercard,Credit,11/21/2024,NO,1,13600,4/3/2024,2012,No
2889,994,Visa,Debit,5/21/2024,YES,1,12778,5/5/2024,2010,No
4008,994,Mastercard,Debit,7/21/2024,YES,1,12917,7/13/2024,2013,No
50,994,Mastercard,Credit,8/7/2024,YES,2,6000,1/4/2024,2010,No
3243,994,Visa,Debit,6/23/2024,YES,2,8874,6/2/2024,2012,No
3904,994,Visa,Debit,9/15/2024,YES,2,4322,7/9/2024,2013,No
3734,994,Mastercard,Debit,5/24/2024,YES,1,9219,7/5/2024,2008,No
5367,994,Mastercard,Debit,9/21/2024,YES,1,6088,11/1/2024,2005,No
1403,1592,Amex,Credit,1/22/2024,YES,2,20800,2/20/2024,2020,No
1844,1592,Visa,Credit,11/20/2024,YES,2,12700,2/20/2024,2020,No
1845,1592,Visa,Debit (Prepaid),2/20/2024,YES,2,76,2/20/2024,2020,No
3346,1029,Mastercard,Debit,4/12/2024,YES,2,12760,6/7/2024,2009,No
5285,1029,Discover,Credit,9/21/2024,YES,1,3600,10/14/2024,2014,No
3471,1029,Mastercard,Debit,9/23/2024,NO,2,15894,6/10/2024,2010,No
1846,1680,Visa,Credit,9/20/2024,YES,2,11500,2/20/2024,2020,No
5325,1680,Visa,Debit,8/23/2024,YES,2,21439,10/17/2024,2017,No
5460,1052,Mastercard,Debit,10/18/2024,YES,1,32165,11/6/2024,2014,No
3651,1052,Mastercard,Debit,9/24/2024,YES,2,12346,7/1/1998,2006,No
3273,494,Mastercard,Credit,10/21/2024,YES,2,13500,6/4/2024,2014,No
2333,494,Visa,Credit,7/23/2024,YES,2,12700,3/14/2024,2014,No
1847,494,Visa,Debit,1/24/2024,YES,1,29335,2/20/2024,2020,No
2890,94,Visa,Debit,7/23/2024,YES,1,16962,5/5/2024,2010,No
3313,94,Mastercard,Debit,5/7/2024,YES,2,17007,6/6/2024,2009,No
3931,425,Mastercard,Debit,2/21/2024,YES,1,43673,7/10/2024,2011,No
6133,425,Mastercard,Debit,2/20/2024,YES,1,43973,12/17/2024,2017,No
4447,425,Mastercard,Debit,5/18/2024,YES,1,28069,8/15/2024,2015,No
5149,425,Mastercard,Debit,11/23/2024,YES,1,30366,10/9/2024,2009,No
2492,1720,Visa,Debit,5/20/2024,YES,2,1241,4/5/2024,2014,No
2642,1699,Mastercard,Debit (Prepaid),1/20/2024,YES,1,70,4/10/2024,2010,No
2204,1699,Visa,Debit,8/22/2024,YES,1,60610,3/8/2024,2008,No
4245,1699,Mastercard,Debit,5/22/2024,YES,1,50961,8/8/2024,2010,No
4437,1699,Visa,Debit,10/20/2024,YES,1,31896,8/14/2024,2014,No
5043,1699,Amex,Credit,10/13/2024,YES,1,30500,10/6/2024,2007,No
5593,1699,Amex,Credit,10/15/2024,YES,2,19300,11/10/2024,2010,No
1018,1699,Mastercard,Credit,6/6/2024,YES,1,24600,2/3/2024,2013,No
2922,1495,Amex,Credit,7/16/2024,YES,1,15700,5/7/2024,2013,No
4941,1495,Visa,Debit (Prepaid),8/22/2024,YES,2,22,10/1/1999,2016,No
2071,1495,Visa,Credit,5/7/2024,YES,1,3100,3/4/2024,2011,No
3531,1495,Visa,Debit,4/19/2024,YES,1,42241,6/11/2024,2012,No
5767,1495,Visa,Debit,7/20/2024,YES,1,25497,12/1/2000,2012,No
1568,1495,Mastercard,Debit,2/20/2024,YES,1,28188,2/20/2024,2020,No
2099,1495,Visa,Credit,4/20/2024,NO,2,14300,3/5/2024,2012,No
548,1005,Mastercard,Debit,11/20/2024,YES,2,12035,1/20/2024,2020,No
1569,439,Mastercard,Credit,2/20/2024,YES,2,10800,2/20/2024,2020,No
2762,439,Mastercard,Debit,5/20/2024,NO,1,16332,4/16/2024,2016,No
5172,1285,Visa,Debit,12/21/2024,YES,2,6724,10/9/2024,2011,No
3216,1285,Mastercard,Debit,12/23/2024,YES,2,20933,6/1/2000,2014,No
2180,1973,Mastercard,Debit,8/20/2024,YES,1,25253,3/8/2024,2008,No
1284,1973,Visa,Debit,4/21/2024,YES,2,13202,2/11/2024,2011,No
2342,1973,Mastercard,Debit (Prepaid),3/20/2024,YES,2,78,3/15/2024,2015,No
2879,1973,Mastercard,Debit,1/21/2024,YES,1,16441,5/5/2024,2008,No
549,448,Mastercard,Credit,2/21/2024,YES,2,7200,1/20/2024,2020,No
4633,1907,Mastercard,Debit,9/23/2024,YES,1,8342,9/7/2024,2009,No
550,1907,Mastercard,Credit,9/21/2024,YES,2,5700,1/20/2024,2020,No
2660,73,Visa,Credit,3/20/2024,YES,1,14300,4/10/2024,2010,No
2720,73,Visa,Debit,6/24/2024,NO,1,17252,4/13/2024,2013,No
4713,73,Mastercard,Credit,7/23/2024,YES,1,11900,9/9/2024,2012,No
4323,1097,Mastercard,Debit,1/22/2024,YES,1,10445,8/10/2024,2010,No
4324,1097,Mastercard,Debit (Prepaid),5/11/2024,YES,1,73,8/10/2024,2010,No
4690,1097,Visa,Debit,5/22/2024,YES,1,17319,9/8/2024,2010,No
5728,1644,Visa,Credit,2/20/2024,YES,2,9400,11/16/2024,2016,No
3089,1644,Discover,Credit,4/15/2024,YES,2,8900,5/11/2024,2014,No
5525,1644,Mastercard,Debit,4/21/2024,YES,2,9324,11/8/2024,2009,No
3867,1644,Visa,Debit,1/24/2024,YES,2,8834,7/8/2024,2017,No
3001,1644,Mastercard,Debit,5/22/2024,YES,1,8304,5/9/2024,2013,No
3444,1644,Visa,Credit,7/23/2024,YES,1,10900,6/9/2024,2009,No
982,967,Visa,Credit,3/14/2024,YES,2,9300,2/1/2000,2006,No
3118,967,Mastercard,Debit,9/12/2024,YES,1,10946,5/12/2024,2012,No
1570,1929,Mastercard,Debit,2/20/2024,YES,2,24576,2/20/2024,2020,No
4650,1114,Visa,Credit,10/17/2024,YES,2,12500,9/7/2024,2013,No
4246,1114,Mastercard,Debit (Prepaid),1/24/2024,YES,2,40,8/8/2024,2009,No
4325,1114,Mastercard,Debit,11/24/2024,YES,2,21408,8/10/2024,2015,No
1029,1087,Mastercard,Debit,2/20/2024,NO,1,9433,2/4/2024,2009,No
3266,1087,Amex,Credit,11/20/2024,YES,2,7400,6/4/2024,2006,No
1571,95,Mastercard,Debit,2/20/2024,YES,1,34858,2/20/2024,2020,No
1848,95,Visa,Debit,2/20/2024,NO,1,28147,2/20/2024,2020,No
551,1778,Mastercard,Debit,8/22/2024,YES,1,13857,1/20/2024,2020,No
1572,1778,Mastercard,Debit,9/21/2024,YES,2,10236,2/20/2024,2020,No
3770,1031,Mastercard,Credit,4/24/2024,YES,1,15700,7/6/2024,2010,No
130,1031,Mastercard,Debit,5/21/2024,YES,2,25080,1/7/2024,2012,No
2565,1031,Mastercard,Debit,6/12/2024,YES,2,31604,4/8/2024,2014,No
4009,1031,Mastercard,Credit,10/15/2024,YES,2,5600,7/13/2024,2013,No
5698,1031,Mastercard,Debit,3/22/2024,YES,1,16220,11/14/2024,2014,No
3002,1031,Mastercard,Debit,11/21/2024,YES,1,44568,5/9/2024,2011,No
196,1031,Mastercard,Credit,7/12/2024,YES,2,12500,1/9/2024,2009,No
4714,1031,Mastercard,Credit,4/15/2024,YES,2,12200,9/9/2024,2009,No
1849,788,Visa,Debit,6/21/2024,YES,2,27220,2/20/2024,2020,No
1573,788,Mastercard,Debit,12/24/2024,YES,2,14303,2/20/2024,2020,No
3571,728,Visa,Debit,8/20/2024,YES,2,10289,6/13/2024,2013,No
1174,728,Mastercard,Debit,6/19/2024,YES,2,10618,2/9/2024,2009,No
3421,728,Mastercard,Debit,5/10/2024,YES,2,10909,6/9/2024,2009,No
1246,1639,Visa,Debit,2/23/2024,YES,2,31554,2/10/2024,2010,No
807,1587,Visa,Debit,2/20/2024,YES,1,35148,1/20/2024,2020,No
3996,1587,Mastercard,Debit,2/20/2024,YES,2,35968,7/12/2024,2012,No
3034,1587,Amex,Credit,7/22/2024,YES,1,30900,5/10/2024,2016,No
5308,1883,Visa,Debit,12/17/2024,YES,1,22122,10/15/2024,2015,No
4551,1883,Mastercard,Debit,1/23/2024,YES,1,21240,9/4/2024,2006,No
4865,1883,Visa,Debit,7/23/2024,YES,2,33181,9/13/2024,2013,No
3401,1883,Visa,Credit,11/16/2024,YES,2,13900,6/8/2024,2008,No
2773,712,Visa,Debit,12/18/2024,YES,2,18316,4/17/2024,2017,No
3615,712,Visa,Debit,5/24/2024,YES,1,14858,6/16/2024,2016,No
5506,712,Visa,Debit,10/22/2024,YES,1,21414,11/7/2024,2008,No
4758,712,Discover,Credit,7/21/2024,YES,1,14900,9/10/2024,2010,No
3804,712,Mastercard,Debit,6/20/2024,YES,1,12992,7/7/2024,2015,No
4247,1414,Mastercard,Credit,2/20/2024,YES,1,8300,8/8/2024,2013,No
2057,1414,Mastercard,Debit (Prepaid),4/11/2024,YES,1,56,3/4/2024,2008,No
2205,1414,Visa,Debit,9/23/2024,YES,2,5283,3/8/2024,2010,No
2077,1414,Discover,Credit,3/12/2024,YES,2,10600,3/5/2024,2008,No
552,243,Mastercard,Debit,3/23/2024,YES,1,5158,1/20/2024,2020,No
4475,146,Visa,Debit,2/21/2024,YES,1,30320,8/18/2024,2018,No
1143,146,Mastercard,Credit,11/22/2024,YES,1,14200,2/8/2024,2011,No
2470,146,Visa,Debit,3/21/2024,YES,1,28911,4/4/2024,2011,No
1574,715,Mastercard,Debit,4/23/2024,YES,2,65185,2/20/2024,2020,No
6141,715,Mastercard,Debit,8/22/2024,YES,1,36570,12/19/2024,2019,No
5858,1489,Mastercard,Debit,12/6/2024,YES,1,14138,12/6/2024,2011,No
1850,1232,Visa,Debit,6/20/2024,YES,1,21752,2/20/2024,2020,No
808,1232,Visa,Debit,6/20/2024,YES,2,23137,1/20/2024,2020,No
5469,842,Visa,Debit,1/21/2024,YES,1,32808,11/6/2024,2012,No
553,486,Mastercard,Debit,2/20/2024,NO,1,29674,1/20/2024,2020,No
4993,763,Visa,Credit,10/21/2024,YES,2,24300,10/3/2024,2007,No
5393,154,Visa,Debit,1/24/2024,YES,2,17280,11/3/2024,2014,No
4340,154,Visa,Debit,11/22/2024,YES,2,4660,8/10/2024,2013,No
159,154,Mastercard,Debit,3/11/2024,YES,2,12557,1/8/2024,2013,No
5703,704,Visa,Debit,3/24/2024,YES,2,49425,11/14/2024,2014,No
4010,704,Mastercard,Debit,2/24/2024,YES,1,47330,7/13/2024,2013,No
3997,704,Mastercard,Debit,2/20/2024,YES,2,50774,7/12/2024,2012,No
2168,704,Amex,Credit,12/22/2024,YES,1,22800,3/8/2024,2008,No
5387,704,Mastercard,Debit,12/9/2024,YES,2,75640,11/3/2024,2009,No
2945,704,Visa,Debit,12/24/2024,YES,1,65540,5/7/2024,2012,No
1851,1409,Visa,Debit,9/23/2024,YES,2,16998,2/20/2024,2020,No
809,1601,Visa,Credit,2/23/2024,YES,2,12300,1/20/2024,2020,No
1852,1601,Visa,Credit,5/21/2024,NO,1,17100,2/20/2024,2020,No
226,729,Mastercard,Debit,2/20/2024,YES,2,23039,1/10/2024,2010,No
298,729,Mastercard,Debit,4/23/2024,YES,1,17795,1/12/2024,2012,No
2217,729,Mastercard,Credit,12/22/2024,YES,2,9000,3/9/2024,2011,No
5507,729,Visa,Debit,5/8/2024,YES,1,14424,11/7/2024,2010,No
3905,729,Visa,Credit,8/22/2024,YES,2,5700,7/9/2024,2011,No
4024,729,Mastercard,Debit,12/14/2024,NO,1,14626,7/14/2024,2014,No
1306,1016,Visa,Credit,1/23/2024,YES,1,200,2/12/2024,2012,No
5883,1016,Mastercard,Debit,7/21/2024,YES,1,282,12/7/2024,2009,No
2086,1016,Mastercard,Debit,12/19/2024,YES,2,350,3/5/2024,2011,No
4771,1214,Mastercard,Debit,8/20/2024,NO,2,42537,9/10/2024,2010,No
5508,1214,Visa,Debit,5/21/2024,YES,1,21073,11/7/2024,2011,No
1404,1760,Amex,Credit,5/22/2024,YES,1,14600,2/20/2024,2020,No
1575,1760,Mastercard,Debit,10/24/2024,YES,2,10722,2/20/2024,2020,No
1853,927,Visa,Debit,2/24/2024,NO,2,27618,2/20/2024,2020,No
4809,927,Mastercard,Debit,4/20/2024,YES,1,27180,9/11/2024,2011,No
554,1667,Mastercard,Debit,1/20/2024,YES,2,10522,1/20/2024,2020,No
5379,1796,Mastercard,Debit,4/20/2024,NO,2,18555,11/2/2024,2011,No
3998,1796,Mastercard,Debit,11/20/2024,NO,1,16746,7/12/2024,2012,No
4850,1796,Mastercard,Debit,2/18/2024,YES,1,15974,9/13/2024,2013,No
2964,179,Mastercard,Debit,11/24/2024,YES,2,17417,5/8/2024,2009,No
1854,179,Visa,Debit,5/22/2024,YES,2,519,2/20/2024,2020,No
5831,395,Mastercard,Credit,7/9/2024,YES,1,11500,12/5/2024,2013,No
3950,395,Visa,Credit,8/22/2024,YES,1,10100,7/10/2024,2011,No
5192,395,Mastercard,Debit,8/14/2024,YES,2,26174,10/10/2024,2011,No
2027,395,Visa,Credit,2/24/2024,YES,2,16400,3/1/2024,2011,No
1855,513,Visa,Credit,9/20/2024,YES,1,8000,2/20/2024,2020,No
810,513,Visa,Credit,11/21/2024,YES,2,9800,1/20/2024,2020,No
1354,513,Mastercard,Debit,9/21/2024,YES,1,24645,2/15/2024,2015,No
6139,513,Visa,Debit,12/18/2024,YES,2,14805,12/18/2024,2018,No
4618,187,Visa,Credit,1/19/2024,NO,1,3100,9/6/2024,2006,No
2483,491,Mastercard,Debit,3/24/2024,YES,2,6710,4/5/2024,2013,No
3236,491,Mastercard,Debit,3/18/2024,YES,2,7176,6/2/2024,2012,No
2050,491,Visa,Credit,8/21/2024,YES,2,8000,3/3/2024,2008,No
2021,1153,Mastercard,Debit (Prepaid),9/24/2024,YES,2,64,3/1/2024,2006,No
3906,377,Visa,Credit,9/22/2024,YES,2,16400,7/9/2024,2009,No
4669,377,Mastercard,Debit,10/22/2024,YES,2,2536,9/8/2024,2008,No
1175,377,Mastercard,Debit,11/23/2024,YES,1,30403,2/9/2024,2014,No
4602,377,Mastercard,Debit,2/24/2024,NO,1,32636,9/6/2024,2016,No
3003,377,Mastercard,Debit,9/20/2024,YES,2,2536,5/9/2024,2009,No
3176,850,Mastercard,Debit,2/20/2024,YES,2,23072,5/16/2024,2016,No
5699,850,Mastercard,Debit,6/22/2024,YES,1,20881,11/14/2024,2014,No
3017,1186,Visa,Debit,1/21/2024,YES,1,12325,5/9/2024,2009,No
61,1186,Visa,Debit (Prepaid),9/22/2024,YES,1,47,1/4/2024,2013,No
2946,1186,Visa,Debit,11/20/2024,YES,2,3433,5/7/2024,2007,No
3306,1694,Visa,Credit,5/24/2024,YES,1,16900,6/5/2024,2014,No
5032,1694,Visa,Debit (Prepaid),1/21/2024,YES,2,31,10/5/2024,2013,No
5944,1694,Visa,Credit,2/24/2024,YES,2,17700,12/8/2024,2011,No
